Gene	count_L05_mRNA	count_L02_mRNA	count_L11_mRNA	count_L04_mRNA	count_L10_mRNA	count_L03_mRNA	count_L06_mRNA	count_L12_mRNA	count_L01_mRNA
PH02Gene30012	12	0	9	0	15	1	6	6	0
PH02Gene30013	4	0	9	9	11	4	16	10	2
PH02Gene30014	0	0	8	6	1	4	0	0	0
PH02Gene30015	1	0	9	12	7	1	6	2	0
PH02Gene30016	4	0	1	2	12	0	8	10	0
PH02Gene30017	6	2	4	5	2	2	9	0	8
PH02Gene30018	4	7	12	5	6	6	4	12	0
PH02Gene30019	0	1	2	0	10	0	1	0	0
PH02Gene30020	6	0	4	5	2	2	1	8	0
PH02Gene30021	7	0	2	6	8	2	3	1	0
PH02Gene30022	0	0	0	0	0	0	0	0	0
PH02Gene30023	0	0	4	8	2	0	6	5	0
PH02Gene30024	0	2	15	3	6	0	2	2	0
PH02Gene30025	0	0	8	0	0	0	0	0	0
PH02Gene30026	4	12	6	16	2	1	4	0	0
PH02Gene30027	0	16	6	4	0	1	4	1	4
PH02Gene30028	26	249	21	2	6	134	16	21	75
PH02Gene30029	20	51	17	11	29	35	24	45	79
PH02Gene30030	6	3	20	24	4	2	9	9	2
PH02Gene30031	0	0	4	4	0	1	8	0	0
PH02Gene30032	50	76	124	55	76	55	58	79	61
PH02Gene30033	6	1	8	1	2	0	11	0	0
PH02Gene30034	6	0	13	4	1	10	15	28	0
PH02Gene30035	4	0	4	17	4	2	12	12	1
PH02Gene30036	0	0	0	0	0	0	1	4	0
PH02Gene30037	3	0	0	0	4	1	0	13	0
PH02Gene30038	6	0	0	0	11	1	7	4	1
PH02Gene30039	0	0	0	0	0	2	2	0	0
PH02Gene30040	0	0	0	1	0	0	0	0	0
PH02Gene30041	9	1	12	7	10	4	6	2	5
PH02Gene30042	4	0	3	0	6	0	0	5	0
PH02Gene30043	0	0	3	8	2	0	3	4	6
PH02Gene30044	5	0	16	11	1	10	20	21	0
PH02Gene30045	10	0	0	0	4	0	1	4	6
PH02Gene30046	0	0	0	2	0	0	0	0	0
PH02Gene30047	0	0	0	0	0	0	0	0	0
PH02Gene30048	0	0	2	4	0	4	1	9	0
PH02Gene30049	9	0	4	4	2	4	0	0	1
PH02Gene30050	5	6	32	4	3	3	11	21	9
PH02Gene30051	2	2	10	2	4	1	1	10	0
PH02Gene30052	3	4	12	8	13	4	21	6	0
PH02Gene30053	0	9	29	14	10	2	32	22	0
PH02Gene30054	20	15	46	25	29	8	7	42	2
PH02Gene30055	10	2	11	9	8	0	3	0	2
PH02Gene30056	25	27	20	8	18	0	6	12	13
PH02Gene30057	8	0	4	5	10	4	6	2	2
PH02Gene30058	9	15	15	6	6	1	11	11	5
PH02Gene30059	7	26	9	10	4	14	14	11	7
PH02Gene30060	0	1	5	0	2	0	4	4	0
PH02Gene30061	0	0	6	1	0	0	2	0	1
PH02Gene30062	2	0	4	14	4	0	8	0	0
PH02Gene30063	1	0	0	4	6	0	10	2	0
PH02Gene30064	11	1	2	6	7	4	7	1	0
PH02Gene30065	0	0	0	0	2	0	0	0	0
PH02Gene30066	5	0	0	0	0	0	1	2	0
PH02Gene30067	0	0	8	1	6	4	1	3	0
PH02Gene30068	0	0	1	4	6	1	11	3	0
PH02Gene30069	2	0	2	0	2	4	0	2	0
PH02Gene30070	5	0	0	3	0	1	3	0	0
PH02Gene30071	4	3	12	3	19	11	9	4	18
PH02Gene30072	0	0	0	0	0	0	1	6	0
PH02Gene30073	0	0	0	0	0	0	0	0	0
PH02Gene30074	0	0	0	12	0	0	0	0	0
PH02Gene30075	25	29	12	20	0	6	35	13	14
PH02Gene30076	7	6	6	5	2	4	12	5	4
PH02Gene30077	13	14	35	5	28	12	14	21	32
PH02Gene30078	0	15	14	4	12	6	13	14	12
PH02Gene30079	24	96	41	9	49	42	35	68	74
PH02Gene30080	78	207	90	18	54	26	34	63	85
PH02Gene30081	22	5	8	37	2	8	22	12	6
PH02Gene30082	76	33	20	60	7	6	68	25	9
PH02Gene30083	11	12	6	14	10	4	23	12	2
PH02Gene30084	17	11	23	6	14	4	14	21	6
PH02Gene30085	0	0	0	0	0	0	0	0	0
PH02Gene30086	6	5	9	2	14	8	7	0	0
PH02Gene30087	10	2	7	7	2	0	3	10	0
PH02Gene30088	0	0	1	0	0	0	0	1	0
PH02Gene30089	1	0	6	0	1	3	2	7	0
PH02Gene30090	0	0	2	0	2	0	0	1	0
PH02Gene30091	9	6	16	14	16	0	2	9	2
PH02Gene30092	3	0	6	2	18	2	8	16	6
PH02Gene30093	0	0	2	9	0	0	6	5	0
PH02Gene30094	0	0	2	0	0	0	0	0	0
PH02Gene30095	6	0	7	1	5	0	2	3	1
PH02Gene30096	16	0	2	7	1	1	10	18	0
PH02Gene30097	4	0	10	2	1	6	10	9	0
PH02Gene30098	49	17	36	20	53	33	22	32	17
PH02Gene30099	6	0	7	5	7	0	0	7	0
PH02Gene30100	31	13	34	13	10	15	24	32	12
PH02Gene30101	36	34	22	23	14	22	22	36	15
PH02Gene30102	0	0	9	6	3	0	4	4	4
PH02Gene30103	4	0	21	0	9	6	0	22	2
PH02Gene30104	28	0	8	8	14	0	3	11	0
PH02Gene30105	58	12	24	24	23	13	40	9	3
PH02Gene30106	11	5	19	6	12	12	12	16	16
PH02Gene30107	2	4	10	4	16	4	14	12	6
PH02Gene30108	181	59	92	101	86	15	145	120	11
PH02Gene30109	4	6	8	18	6	2	18	5	0
PH02Gene30110	10	8	27	12	4	4	9	10	0
PH02Gene30111	13	0	21	4	0	0	1	16	0
PH02Gene30112	19	1	6	4	2	0	21	3	0
PH02Gene30113	2	8	10	0	7	6	2	6	4
PH02Gene30114	9	0	0	5	1	1	2	5	0
PH02Gene30115	2	0	7	0	0	0	0	7	0
PH02Gene30116	1	1	2	0	5	0	5	1	4
PH02Gene30117	0	0	0	0	0	0	0	0	0
PH02Gene30118	4	0	2	1	0	1	4	0	0
PH02Gene30119	0	5	2	1	6	3	1	12	0
PH02Gene30120	0	0	0	2	2	0	0	2	0
PH02Gene30121	2	0	4	0	0	0	3	0	4
PH02Gene30122	2	0	9	1	0	2	6	10	0
PH02Gene30123	0	14	4	6	3	12	1	2	0
PH02Gene30124	6	6	2	11	4	4	8	14	4
PH02Gene30125	10	0	14	12	8	9	17	3	2
PH02Gene30126	0	1	2	4	0	0	0	1	0
PH02Gene30127	12	0	4	6	3	7	7	1	1
PH02Gene30128	6	0	4	6	1	0	4	0	2
PH02Gene30129	0	0	0	0	1	0	0	4	0
PH02Gene30130	10	1	44	15	28	5	12	24	0
PH02Gene30131	2	4	11	2	6	6	7	16	0
PH02Gene30132	20	8	21	27	7	13	20	12	9
PH02Gene30133	9	0	4	0	8	6	6	0	0
PH02Gene30134	4	0	13	4	11	13	7	28	0
PH02Gene30135	29	39	19	6	18	9	32	23	5
PH02Gene30136	4	6	11	1	2	0	17	2	4
PH02Gene30137	9	4	8	2	0	8	8	8	4
PH02Gene30138	0	0	1	2	0	1	2	6	0
PH02Gene30139	0	1	2	5	0	6	0	4	0
PH02Gene30140	0	0	0	0	0	0	0	4	0
PH02Gene30141	1	2	19	8	4	1	10	5	0
PH02Gene30142	2	0	13	21	16	1	12	3	0
PH02Gene30143	0	0	0	0	0	0	0	0	2
PH02Gene30144	0	0	3	6	0	0	3	14	1
PH02Gene30145	0	0	7	6	4	0	4	4	0
PH02Gene30146	1	0	2	0	1	0	10	3	0
PH02Gene30147	0	0	9	1	6	1	6	0	0
PH02Gene30148	8	0	12	7	3	0	1	12	0
PH02Gene30149	18	10	10	24	34	26	35	28	4
PH02Gene30150	7	333	15	11	1	142	18	8	71
PH02Gene30151	8	21	2	18	7	2	8	3	4
PH02Gene30152	46	96	121	60	124	89	93	121	125
PH02Gene30153	39	56	47	26	28	22	43	33	18
PH02Gene30154	24	10	13	8	7	2	19	15	0
PH02Gene30155	9	0	22	4	29	11	19	19	0
PH02Gene30156	12	12	11	0	9	16	6	15	8
PH02Gene30157	6	0	25	10	13	1	12	18	0
PH02Gene30158	0	0	0	0	0	0	0	0	0
PH02Gene30159	0	0	0	0	0	0	0	0	0
PH02Gene30160	6	1	11	5	1	9	2	4	0
PH02Gene30161	69	88	93	53	63	57	46	61	30
PH02Gene30162	28	2	13	33	14	8	38	10	6
PH02Gene30163	4	0	6	0	0	0	2	0	0
PH02Gene30164	1	0	4	2	0	0	0	4	0
PH02Gene30165	1	0	4	5	4	0	1	1	0
PH02Gene30166	15	4	34	26	21	4	34	43	0
PH02Gene30167	0	0	6	0	0	8	7	3	0
PH02Gene30168	14	3	26	14	15	18	18	13	7
PH02Gene30169	14	4	4	10	22	4	6	16	0
PH02Gene30170	4	18	0	2	0	0	5	0	0
PH02Gene30171	0	0	21	4	13	0	0	1	0
PH02Gene30172	16	1	6	9	8	0	12	14	3
PH02Gene30173	1	0	11	0	10	0	0	0	0
PH02Gene30174	5	4	4	4	10	8	18	4	1
PH02Gene30175	17	8	41	15	37	9	27	27	1
PH02Gene30176	10	15	6	5	5	4	5	5	1
PH02Gene30177	1	0	0	0	0	0	8	5	0
PH02Gene30178	4	0	4	1	3	0	0	0	0
PH02Gene30179	0	0	6	7	13	0	7	4	0
PH02Gene30180	10	0	7	1	9	12	12	5	0
PH02Gene30181	0	0	1	0	2	0	0	0	0
PH02Gene30182	1	0	7	1	6	0	1	1	0
PH02Gene30183	3	0	0	3	2	4	0	2	0
PH02Gene30184	6	28	36	11	11	15	8	26	15
PH02Gene30185	3	3	24	6	7	0	8	18	3
PH02Gene30186	0	2	10	12	2	12	3	2	2
PH02Gene30187	3	1	4	3	6	1	6	5	0
PH02Gene30188	2	2	18	2	4	1	0	4	0
PH02Gene30189	65	47	86	47	36	34	37	83	8
PH02Gene30190	0	12	5	2	1	2	14	0	4
PH02Gene30191	22	2	46	37	50	41	46	15	11
PH02Gene30192	2	1	3	8	7	4	2	9	0
PH02Gene30193	8	4	10	10	13	8	9	0	2
PH02Gene30194	0	0	0	1	1	0	2	2	0
PH02Gene30195	0	0	0	1	0	4	2	0	0
PH02Gene30196	35	18	27	21	32	12	39	46	2
PH02Gene30197	33	16	36	13	23	9	31	16	0
PH02Gene30198	16	3	10	12	27	14	5	14	1
PH02Gene30199	0	0	1	0	0	0	0	0	0
PH02Gene30200	10	0	24	11	10	4	6	1	0
PH02Gene30201	6	1	20	9	3	1	8	1	0
PH02Gene30202	1	4	2	8	1	0	3	19	0
PH02Gene30203	0	0	0	1	5	3	5	0	0
PH02Gene30204	4	0	0	2	6	4	2	8	0
PH02Gene30205	3	0	11	21	7	3	15	7	1
PH02Gene30206	4	0	9	7	7	12	2	10	3
PH02Gene30207	20	34	23	4	32	21	17	16	24
PH02Gene30208	9	75	8	18	21	29	24	7	20
PH02Gene30209	2	1	0	0	2	8	10	2	0
PH02Gene30210	18	4	11	26	20	11	6	14	12
PH02Gene30211	15	20	18	9	12	27	8	22	6
PH02Gene30212	16	25	10	6	4	15	10	17	6
PH02Gene30213	3	0	5	10	2	0	0	0	0
PH02Gene30214	31	0	28	15	19	15	8	15	5
PH02Gene30215	39	11	49	42	24	8	50	32	10
PH02Gene30216	12	0	17	5	22	22	23	19	9
PH02Gene30217	90	5	6	30	6	15	98	2	16
PH02Gene30218	14	1	31	17	13	8	17	19	10
PH02Gene30219	70	33	68	51	44	27	50	53	12
PH02Gene30220	1505	806	593	608	423	431	1181	503	591
PH02Gene30221	70	526	33	47	30	198	46	18	119
PH02Gene30222	184	39	14	125	26	32	127	12	17
PH02Gene30223	18	4	11	28	10	3	4	13	5
PH02Gene30224	32	7	16	4	16	7	15	41	6
PH02Gene30225	26	7	40	15	16	34	32	19	0
PH02Gene30226	3	0	12	6	5	0	6	14	0
PH02Gene30227	5	12	2	14	2	10	13	12	4
PH02Gene30228	2	2	9	12	14	1	8	22	0
PH02Gene30229	1	0	10	1	0	0	0	6	0
PH02Gene30230	1	1	7	0	4	1	1	9	0
PH02Gene30231	36840	45188	36756	28816	35513	46855	31859	34237	47008
PH02Gene30232	4	0	4	2	6	0	4	3	0
PH02Gene30233	28	26	13	22	20	30	17	10	33
PH02Gene30234	1	0	8	4	5	2	18	6	2
PH02Gene30235	1	0	19	5	13	10	7	19	0
PH02Gene30236	1	0	0	0	0	0	0	0	0
PH02Gene30237	0	0	0	0	0	0	0	0	0
PH02Gene30238	3	0	0	0	2	0	6	2	2
PH02Gene30239	1	0	1	4	0	4	1	4	0
PH02Gene30240	0	1	8	1	3	6	2	9	0
PH02Gene30241	0	0	0	0	0	0	0	0	0
PH02Gene30242	0	0	4	0	1	0	0	6	0
PH02Gene30243	0	0	16	19	19	2	4	7	0
PH02Gene30244	0	0	5	1	4	0	1	0	0
PH02Gene30245	0	0	7	8	1	4	7	4	0
PH02Gene30246	1687	1533	2034	718	1947	513	1111	1812	1418
PH02Gene30247	4	0	0	1	0	1	0	0	0
PH02Gene30248	0	0	0	0	0	0	0	0	0
PH02Gene30249	0	0	0	0	0	0	0	0	0
PH02Gene30250	4	0	0	8	1	4	0	0	0
PH02Gene30251	1	0	4	8	0	2	2	0	0
PH02Gene30252	8	6	17	22	16	4	12	7	8
PH02Gene30253	6	7	9	6	9	3	9	9	7
PH02Gene30254	0	0	1	0	0	0	0	0	0
PH02Gene30255	34	30	64	34	31	22	31	35	29
PH02Gene30256	1	34	12	2	0	4	9	4	9
PH02Gene30257	12	8	13	5	11	6	14	25	11
PH02Gene30258	23	9	21	5	25	6	54	24	4
PH02Gene30259	254	228	366	326	130	3	3	214	86
PH02Gene30260	17	4	26	17	22	7	17	30	28
PH02Gene30261	0	0	0	0	5	0	0	2	0
PH02Gene30262	0	0	0	0	1	0	0	0	0
PH02Gene30263	0	0	0	0	0	0	0	0	0
PH02Gene30264	0	0	0	0	0	0	0	0	0
PH02Gene30265	19	2	20	17	8	15	24	8	4
PH02Gene30266	89	48	54	31	30	26	58	50	74
PH02Gene30267	161	172	170	63	175	156	155	196	165
PH02Gene30268	1	0	0	7	1	0	4	4	6
PH02Gene30269	0	0	0	0	0	0	9	1	0
PH02Gene30270	2	2	22	10	7	13	1	12	0
PH02Gene30271	0	0	0	0	0	0	0	0	1
PH02Gene30272	33	26	76	33	50	38	55	39	35
PH02Gene30273	0	0	1	0	0	0	0	0	1
PH02Gene30274	4	0	4	4	11	8	0	0	3
PH02Gene30275	12	4	0	8	2	2	4	6	2
PH02Gene30276	0	0	4	8	5	0	7	8	4
PH02Gene30277	0	0	0	4	6	0	1	0	0
PH02Gene30278	0	0	0	0	0	0	0	0	0
PH02Gene30279	0	0	0	0	0	0	0	0	0
PH02Gene30280	20	8	41	33	3	17	46	36	5
PH02Gene30281	1	2	6	8	5	0	0	0	0
PH02Gene30282	182	109	190	117	117	77	168	209	104
PH02Gene30283	0	0	2	0	4	0	1	2	0
PH02Gene30284	508	1881	962	509	1156	1875	679	911	1219
PH02Gene30285	42	9	76	85	36	25	73	15	3
PH02Gene30286	0	0	1	0	0	0	1	0	0
PH02Gene30287	272	246	252	181	152	173	157	295	194
PH02Gene30288	0	15	15	9	9	3	12	9	0
PH02Gene30289	1	0	6	2	2	0	4	2	0
PH02Gene30290	0	0	7	0	0	0	1	8	0
PH02Gene30291	1	0	4	0	0	0	0	0	0
PH02Gene30292	5	6	2	3	0	0	9	7	0
PH02Gene30293	7	1	6	5	4	0	2	8	1
PH02Gene30294	1	0	0	1	2	5	9	14	0
PH02Gene30295	30	46	37	13	15	25	33	25	20
PH02Gene30296	0	0	1	0	3	0	0	0	0
PH02Gene30297	5	0	6	1	8	6	0	11	0
PH02Gene30298	6	3	18	2	6	14	6	12	0
PH02Gene30299	9	18	11	30	13	26	29	11	4
PH02Gene30300	6	4	5	7	2	1	4	0	2
PH02Gene30301	0	0	6	0	2	0	0	0	0
PH02Gene30302	7	13	29	18	32	7	25	22	12
PH02Gene30303	47	86	11	33	6	19	31	25	34
PH02Gene30304	18	2	11	2	10	0	2	5	1
PH02Gene30305	0	0	0	0	0	0	0	0	0
PH02Gene30306	0	0	0	0	0	0	0	0	0
PH02Gene30307	1	0	3	0	0	0	1	0	2
PH02Gene30308	0	0	2	2	0	4	8	2	6
PH02Gene30309	14	12	22	6	27	8	19	23	2
PH02Gene30310	4	0	1	0	0	0	4	0	0
PH02Gene30311	2	3	17	15	20	8	17	8	2
PH02Gene30312	1	0	4	0	3	0	1	0	0
PH02Gene30313	5	4	1	0	7	4	5	2	0
PH02Gene30314	1	1	6	14	33	0	10	2	1
PH02Gene30315	16	0	11	5	6	0	6	3	0
PH02Gene30316	3	0	0	15	12	1	0	13	0
PH02Gene30317	1	2	13	9	7	2	2	7	0
PH02Gene30318	0	0	5	8	7	0	6	14	0
PH02Gene30319	6	1	5	0	4	1	8	4	4
PH02Gene30320	8	49	16	3	4	14	16	12	33
PH02Gene30321	47	1135	49	14	24	489	23	55	626
PH02Gene30322	13	17	21	2	6	29	30	9	25
PH02Gene30323	6	0	3	10	0	0	4	2	0
PH02Gene30324	0	0	0	0	0	0	0	0	0
PH02Gene30325	3	0	1	4	2	0	0	0	0
PH02Gene30326	6	0	5	5	10	1	13	17	4
PH02Gene30327	2	4	10	0	4	1	6	0	8
PH02Gene30328	5	13	19	11	8	35	10	21	9
PH02Gene30329	4	77	16	22	9	25	14	7	74
PH02Gene30330	0	0	11	6	10	4	2	8	0
PH02Gene30331	0	0	0	0	0	0	0	0	0
PH02Gene30332	0	6	0	6	2	0	2	0	0
PH02Gene30333	2	2	8	2	18	4	3	16	0
PH02Gene30334	8	0	8	1	1	2	16	8	0
PH02Gene30335	0	0	7	1	0	0	1	0	0
PH02Gene30336	4	0	10	0	4	0	2	4	8
PH02Gene30337	8	0	13	8	12	1	14	0	6
PH02Gene30338	0	0	11	2	0	0	1	6	0
PH02Gene30339	0	0	8	6	6	3	0	4	0
PH02Gene30340	0	0	0	0	0	0	1	0	0
PH02Gene30341	0	0	0	0	1	0	0	0	0
PH02Gene30342	0	0	0	1	0	0	0	0	2
PH02Gene30343	0	0	4	1	3	6	6	11	0
PH02Gene30344	0	0	5	5	8	3	7	0	1
PH02Gene30345	20	0	4	58	4	0	32	5	0
PH02Gene30346	0	0	16	11	7	7	7	6	0
PH02Gene30347	14	2	10	2	9	0	6	4	4
PH02Gene30348	116	57	161	91	76	50	71	65	75
PH02Gene30349	61	11	12	14	0	2	60	14	8
PH02Gene30350	9	1	6	3	3	0	2	4	1
PH02Gene30351	3	1	2	6	4	1	6	2	2
PH02Gene30352	2	0	14	24	6	2	2	12	2
PH02Gene30353	2	4	5	16	2	4	16	14	7
PH02Gene30354	5	0	4	2	0	0	2	5	0
PH02Gene30355	5	2	13	4	9	11	21	11	2
PH02Gene30356	12	3	19	14	18	5	11	21	1
PH02Gene30357	4	0	11	11	5	4	0	3	4
PH02Gene30358	2	2	10	13	0	2	8	10	2
PH02Gene30359	0	0	4	1	1	0	2	5	0
PH02Gene30360	31	0	20	31	30	12	41	28	0
PH02Gene30361	19	20	23	4	10	0	10	6	0
PH02Gene30362	47	22	61	29	59	20	65	90	28
PH02Gene30363	6	0	5	1	0	0	0	1	0
PH02Gene30364	6	0	2	13	6	0	5	1	0
PH02Gene30365	4	0	10	10	4	0	3	16	2
PH02Gene30366	2	0	11	9	7	5	1	3	6
PH02Gene30367	30	2	26	27	20	1	11	33	1
PH02Gene30368	4	0	5	12	6	0	4	10	0
PH02Gene30369	0	0	0	0	1	0	0	0	0
PH02Gene30370	1	2	1	3	7	4	0	0	1
PH02Gene30371	1	0	8	2	5	6	8	8	0
PH02Gene30372	0	0	6	4	2	0	1	1	0
PH02Gene30373	0	0	6	18	5	0	4	2	0
PH02Gene30374	2	14	19	9	23	9	3	9	16
PH02Gene30375	21	16	20	8	15	17	18	23	3
PH02Gene30376	0	0	5	1	9	1	4	2	0
PH02Gene30377	0	0	0	0	0	0	2	0	0
PH02Gene30378	0	0	0	0	0	0	0	0	0
PH02Gene30379	0	0	2	0	0	0	0	0	0
PH02Gene30380	8	3	4	10	2	1	6	0	0
PH02Gene30381	23	7	33	29	31	11	34	32	0
PH02Gene30382	0	0	12	3	0	1	11	4	4
PH02Gene30383	3	0	10	0	5	1	7	1	0
PH02Gene30384	1	1	16	9	0	0	5	5	0
PH02Gene30385	0	1	18	10	4	13	7	8	0
PH02Gene30386	4	0	12	2	2	0	13	0	0
PH02Gene30387	0	19	1	0	2	0	1	0	0
PH02Gene30388	2	6	9	8	4	2	22	16	0
PH02Gene30389	0	0	0	0	1	0	0	2	0
PH02Gene30390	1	0	2	12	9	0	4	2	0
PH02Gene30391	4	5	8	8	12	6	10	0	9
PH02Gene30392	6	4	18	4	5	0	4	2	5
PH02Gene30393	10	1	13	16	22	4	27	18	0
PH02Gene30394	3	0	0	6	6	4	2	0	0
PH02Gene30395	0	0	0	1	2	0	5	1	0
PH02Gene30396	6	1	6	2	2	0	5	0	0
PH02Gene30397	15	2	23	9	8	8	2	5	4
PH02Gene30398	0	0	0	4	1	0	6	0	4
PH02Gene30399	5	0	4	0	0	2	0	0	2
PH02Gene30400	191	182	256	182	289	194	116	301	147
PH02Gene30401	65	229	60	32	55	70	51	80	150
PH02Gene30402	44	277	28	23	15	78	18	43	69
PH02Gene30403	4	0	0	0	13	1	0	6	0
PH02Gene30404	0	0	0	0	0	0	0	0	0
PH02Gene30405	16	1	7	12	5	6	10	12	0
PH02Gene30407	0	2	6	6	1	3	6	8	0
PH02Gene30408	16	0	28	78	7	22	175	13	1
PH02Gene30409	17	27	22	18	25	28	50	28	34
PH02Gene30410	3	0	3	0	4	0	0	10	0
PH02Gene30411	11	0	8	17	16	1	10	27	0
PH02Gene30412	8	6	18	16	6	6	12	14	2
PH02Gene30413	73	123	55	60	57	50	70	22	24
PH02Gene30414	26	10	10	10	14	6	8	7	13
PH02Gene30415	0	0	0	0	0	0	0	0	0
PH02Gene30416	0	0	0	0	0	0	0	0	0
PH02Gene30417	0	0	0	2	0	0	0	0	0
PH02Gene30418	2	2	2	0	8	1	9	4	4
PH02Gene30419	0	0	5	4	5	0	9	2	0
PH02Gene30420	35	61	40	14	22	127	35	13	26
PH02Gene30421	10	0	21	32	10	12	15	12	0
PH02Gene30422	5	0	1	0	8	0	1	1	0
PH02Gene30423	6	5	25	1	4	8	10	5	1
PH02Gene30424	10	0	10	12	8	10	14	21	4
PH02Gene30425	8	0	0	4	0	0	0	0	0
PH02Gene30426	0	0	5	0	1	2	6	0	0
PH02Gene30427	14	8	22	6	14	5	0	2	14
PH02Gene30428	14	6	8	4	6	7	11	10	0
PH02Gene30430	0	0	4	0	0	0	1	0	2
PH02Gene30431	30	5	58	41	74	28	61	53	11
PH02Gene30432	4	2	17	4	14	20	24	8	8
PH02Gene30433	0	0	4	0	13	6	2	6	0
PH02Gene30434	19	6	29	25	58	23	52	30	0
PH02Gene30435	31	80	31	33	47	114	34	25	113
PH02Gene30436	25	42	28	18	6	21	22	12	42
PH02Gene30437	1	0	11	14	10	14	8	14	4
PH02Gene30438	2	0	8	2	6	2	0	3	0
PH02Gene30439	0	0	0	0	0	0	6	4	0
PH02Gene30440	27	49	21	24	14	28	23	27	41
PH02Gene30441	2	0	10	20	7	14	8	4	1
PH02Gene30442	0	1	10	12	8	6	3	8	4
PH02Gene30445	14	7	72	40	25	27	35	37	6
PH02Gene30446	0	0	2	2	3	10	6	0	2
PH02Gene30447	41	12	27	19	29	28	11	29	27
PH02Gene30448	2	8	7	16	7	1	8	0	0
PH02Gene30449	20	18	7	18	4	12	10	9	1
PH02Gene30450	10	11	23	11	18	12	11	20	14
PH02Gene30451	0	1	0	1	0	0	3	0	1
PH02Gene30452	0	0	3	0	1	4	10	0	4
PH02Gene30453	2	0	9	2	0	2	0	2	0
PH02Gene30454	13	10	25	33	11	4	11	19	2
PH02Gene30455	0	0	0	0	0	0	0	0	0
PH02Gene30456	6	2	18	6	2	4	12	7	8
PH02Gene30457	5	0	8	6	14	0	12	11	0
PH02Gene30458	7	1	32	11	20	12	20	13	0
PH02Gene30459	8	1	9	6	25	0	10	6	1
PH02Gene30460	0	0	4	3	1	0	2	2	0
PH02Gene30461	0	0	12	1	0	0	0	0	2
PH02Gene30462	0	0	0	2	6	0	5	0	0
PH02Gene30463	8	1	7	14	6	9	4	6	6
PH02Gene30464	17	14	47	28	37	29	34	25	19
PH02Gene30465	3	0	1	3	4	0	2	3	0
PH02Gene30466	9	1	0	1	0	0	0	0	0
PH02Gene30467	3	0	2	6	2	1	5	10	0
PH02Gene30468	1	0	4	13	2	1	6	9	0
PH02Gene30469	2	0	6	8	9	0	0	1	0
PH02Gene30470	0	0	1	0	0	0	0	1	0
PH02Gene30471	6	0	12	4	8	4	4	10	4
PH02Gene30472	1	1	13	4	1	0	0	4	0
PH02Gene30473	6	4	14	1	0	4	7	13	14
PH02Gene30474	2	0	3	12	5	4	3	7	0
PH02Gene30475	5	6	40	14	22	7	18	27	0
PH02Gene30476	25	5	32	28	30	31	17	33	0
PH02Gene30477	46	18	21	34	21	4	24	12	22
PH02Gene30478	2	0	1	0	1	0	4	6	0
PH02Gene30479	0	0	0	0	0	0	0	0	0
PH02Gene30480	6	0	6	13	1	2	17	9	0
PH02Gene30481	0	0	8	3	1	0	0	3	0
PH02Gene30482	0	0	1	0	3	0	6	0	0
PH02Gene30483	18	2	16	14	14	4	16	8	3
PH02Gene30484	0	2	2	8	8	3	13	8	0
PH02Gene30485	1	2	44	4	7	3	0	12	0
PH02Gene30486	6	6	21	1	2	8	12	4	7
PH02Gene30487	13	45	40	4	16	60	42	31	45
PH02Gene30488	4	2	15	2	6	3	7	3	1
PH02Gene30489	12	2	3	0	4	2	1	0	0
PH02Gene30490	1	0	18	15	9	0	7	3	0
PH02Gene30491	11	7	16	7	8	1	22	8	1
PH02Gene30492	6	0	17	9	28	25	22	16	0
PH02Gene30493	0	2	2	1	3	1	5	3	0
PH02Gene30494	0	0	4	0	0	2	2	0	0
PH02Gene30495	0	1	6	4	8	4	16	4	0
PH02Gene30496	3	0	0	6	8	0	1	11	0
PH02Gene30497	11	3	10	19	6	10	13	9	2
PH02Gene30498	1	6	19	2	10	7	10	31	6
PH02Gene30499	0	4	4	6	2	6	4	8	4
PH02Gene30500	14	12	14	0	16	8	16	9	0
PH02Gene30501	4	0	13	7	0	6	2	7	0
PH02Gene30502	0	0	10	4	1	0	16	5	0
PH02Gene30503	2	0	3	8	10	12	3	4	2
PH02Gene30504	1	0	4	8	1	2	8	4	2
PH02Gene30505	9	0	3	4	2	1	3	12	0
PH02Gene30506	27	12	35	8	26	6	16	44	8
PH02Gene30507	3	8	11	8	0	5	8	7	2
PH02Gene30508	77	57	93	39	56	51	59	62	9
PH02Gene30509	8	22	26	19	8	30	30	30	9
PH02Gene30510	0	0	2	5	0	0	2	4	0
PH02Gene30511	3	0	19	6	2	2	12	11	2
PH02Gene30512	7	2	16	3	3	4	7	6	2
PH02Gene30513	0	0	0	0	0	0	0	0	0
PH02Gene30514	0	0	0	0	0	0	0	0	0
PH02Gene30515	32	24	74	11	31	48	28	78	44
PH02Gene30516	14	19	9	10	18	0	5	9	0
PH02Gene30517	0	1	7	10	0	3	19	4	1
PH02Gene30518	1	2	2	2	0	0	4	4	0
PH02Gene30519	4	0	0	9	6	0	1	3	0
PH02Gene30521	0	6	2	1	0	0	0	0	12
PH02Gene30522	2	2	1	2	0	0	2	2	2
PH02Gene30523	2	0	0	4	0	0	0	0	0
PH02Gene30524	7	1	13	4	20	3	20	3	1
PH02Gene30525	0	0	23	4	17	1	22	6	12
PH02Gene30526	2	0	2	0	1	5	10	0	0
PH02Gene30527	4	0	4	2	4	2	2	2	0
PH02Gene30528	93	60	88	58	86	65	65	58	48
PH02Gene30529	0	0	6	0	0	0	0	2	0
PH02Gene30530	12	0	6	4	5	0	9	5	0
