ID,Fold_(T1D-B1 vs C1),pValue
222462_s_at,0.519,0.436
213654_at,0.240,0.436
226309_at,-0.593,0.436
1556662_at,0.303,0.436
239001_at,0.701,0.436
1555509_a_at,0.177,0.436
223607_x_at,0.380,0.436
232936_at,0.305,0.436
225897_at,0.415,0.436
213687_s_at,-0.772,0.436
214230_at,-1.214,0.436
202647_s_at,-0.398,0.436
228982_s_at,-0.299,0.436
201122_x_at,-0.220,0.436
1554681_a_at,0.212,0.436
238012_at,-1.335,0.436
227842_at,-0.267,0.436
220043_s_at,0.189,0.436
1558368_s_at,0.042,0.436
212967_x_at,-0.672,0.436
230779_at,-1.463,0.436
1570210_x_at,-0.965,0.436
230992_at,0.502,0.436
236102_at,0.167,0.436
211571_s_at,0.242,0.436
229624_at,-0.094,0.436
222305_at,-0.030,0.436
1569322_at,0.287,0.436
218147_s_at,-0.213,0.436
230385_at,0.325,0.436
205366_s_at,0.024,0.437
220495_s_at,0.002,0.437
236890_at,0.482,0.437
202277_at,0.040,0.437
1553465_a_at,0.011,0.437
223797_at,-0.711,0.437
216686_at,0.375,0.437
207973_x_at,0.266,0.437
231842_at,-0.129,0.437
208000_at,-0.154,0.437
242887_at,-0.043,0.437
1555738_at,0.070,0.437
202394_s_at,-0.383,0.437
228321_s_at,-0.153,0.437
242098_at,-0.380,0.437
208251_at,0.526,0.437
1555099_at,0.425,0.437
227035_x_at,-0.203,0.437
218873_at,-0.337,0.437
217576_x_at,-0.396,0.437
241990_at,0.368,0.437
201978_s_at,-0.294,0.437
204974_at,0.190,0.437
214769_at,-1.288,0.437
214351_x_at,-0.513,0.437
216384_x_at,-0.392,0.437
201821_s_at,0.140,0.437
224833_at,-0.864,0.437
200663_at,0.865,0.437
1556222_at,-0.681,0.437
201110_s_at,0.747,0.437
233446_at,-0.218,0.437
205946_at,0.259,0.437
213602_s_at,0.341,0.437
201478_s_at,-0.818,0.437
201155_s_at,0.578,0.437
232378_at,0.378,0.437
203416_at,-0.205,0.437
219138_at,-1.188,0.437
214994_at,0.076,0.437
225675_at,-0.707,0.437
1569470_a_at,0.335,0.437
1555270_a_at,0.194,0.437
236871_s_at,0.092,0.437
227385_at,-0.072,0.437
202396_at,-0.838,0.437
1563933_a_at,0.046,0.437
226253_at,0.069,0.437
216821_at,0.735,0.438
219558_at,-0.032,0.438
202928_s_at,-0.254,0.438
1566677_at,-0.768,0.438
216188_at,-0.113,0.438
1552408_at,0.101,0.438
229957_at,0.599,0.438
223826_s_at,0.215,0.438
1564443_at,-0.095,0.438
226468_at,-0.150,0.438
227597_at,-0.315,0.438
209237_s_at,0.388,0.438
203580_s_at,-1.156,0.438
227170_at,0.139,0.438
212489_at,0.251,0.438
216348_at,-0.055,0.438
204877_s_at,-0.376,0.438
234844_at,-0.047,0.438
1561249_a_at,0.245,0.438
209048_s_at,-0.490,0.438
233720_at,0.128,0.438
235466_s_at,-2.023,0.438
214163_at,-1.278,0.438
204690_at,-0.521,0.438
224671_at,-1.225,0.438
225075_at,-0.271,0.438
219351_at,-0.930,0.438
222890_at,-0.239,0.438
238440_at,-1.120,0.438
202963_at,-0.725,0.438
1559534_at,-0.072,0.438
217268_at,0.094,0.438
239754_at,0.578,0.438
231275_at,0.276,0.438
235188_at,-0.076,0.438
208762_at,-0.218,0.438
231592_at,0.833,0.438
221151_at,0.211,0.438
212878_s_at,-0.316,0.438
1564069_at,0.176,0.438
224593_at,-0.938,0.438
231747_at,0.650,0.439
223532_at,-1.232,0.439
234930_at,-0.009,0.439
201648_at,-0.349,0.439
231002_s_at,-1.483,0.439
231120_x_at,0.033,0.439
1567297_at,-0.512,0.439
1568914_at,0.004,0.439
228248_at,-1.159,0.439
236824_at,-0.161,0.439
216595_at,-0.225,0.439
221015_s_at,0.078,0.439
1559920_a_at,0.518,0.439
38521_at,-0.418,0.439
224689_at,0.082,0.439
214843_s_at,-1.155,0.439
212313_at,-0.966,0.439
203443_at,0.166,0.439
1555252_a_at,0.324,0.439
215664_s_at,0.108,0.439
230429_at,0.117,0.439
213191_at,0.033,0.439
205392_s_at,0.316,0.439
232060_at,-0.040,0.439
220131_at,-0.860,0.439
205349_at,0.018,0.439
225802_at,-1.027,0.439
203702_s_at,0.338,0.439
238839_at,0.932,0.439
214248_s_at,0.074,0.439
216994_s_at,0.224,0.439
202573_at,0.070,0.439
222825_at,-0.655,0.439
212100_s_at,-0.242,0.439
235307_at,0.190,0.439
227679_at,-0.200,0.439
220378_at,0.410,0.439
213088_s_at,-0.008,0.439
217720_at,-0.329,0.439
215207_x_at,-0.390,0.439
233617_at,0.248,0.439
239397_at,0.435,0.439
202891_at,-0.176,0.439
201481_s_at,-0.651,0.439
1554976_a_at,0.168,0.439
220668_s_at,0.114,0.439
209109_s_at,-0.434,0.440
1566908_at,0.554,0.440
235545_at,0.730,0.440
208260_at,0.691,0.440
211392_s_at,0.232,0.440
202420_s_at,-0.720,0.440
205020_s_at,-0.645,0.440
236420_s_at,0.112,0.440
211220_s_at,0.065,0.440
226669_at,-0.800,0.440
201047_x_at,-0.021,0.440
200089_s_at,-0.570,0.440
221245_s_at,0.038,0.440
220296_at,-0.946,0.440
214046_at,-0.098,0.440
1556368_at,-0.021,0.440
231497_at,0.062,0.440
213453_x_at,0.451,0.440
226019_at,-0.337,0.440
223969_s_at,0.424,0.440
227549_x_at,0.249,0.440
228765_at,0.032,0.440
1557731_at,0.259,0.440
207815_at,0.590,0.440
210397_at,-0.083,0.440
232994_s_at,-0.214,0.440
1558813_at,0.143,0.440
1554503_a_at,1.143,0.440
225860_at,0.277,0.440
209057_x_at,0.791,0.440
203662_s_at,1.403,0.440
203919_at,-0.860,0.440
223778_at,0.322,0.440
238493_at,-0.615,0.440
235936_at,0.427,0.440
1567249_at,0.140,0.440
218208_at,0.127,0.440
201302_at,0.989,0.440
243881_at,0.335,0.440
201554_x_at,1.550,0.440
1569675_at,-0.092,0.440
1553030_a_at,0.466,0.440
217103_at,0.166,0.440
238446_at,-0.355,0.440
236024_at,0.177,0.440
222841_s_at,-0.572,0.440
1558334_a_at,0.438,0.440
206783_at,0.135,0.440
224334_s_at,-0.022,0.440
224048_at,-0.628,0.440
218643_s_at,0.332,0.440
241370_at,-0.375,0.440
230623_x_at,-0.133,0.440
229672_at,-0.630,0.440
222196_at,-2.414,0.440
216902_s_at,-1.544,0.441
1555843_at,-0.834,0.441
1560934_at,0.379,0.441
227551_at,-0.358,0.441
1558807_at,0.143,0.441
221372_s_at,0.092,0.441
214831_at,-0.090,0.441
1554419_x_at,0.116,0.441
1552725_s_at,0.224,0.441
215407_s_at,0.077,0.441
215413_at,0.288,0.441
1569251_a_at,0.091,0.441
200023_s_at,-0.751,0.441
201962_s_at,-0.339,0.441
240040_at,-0.178,0.441
203428_s_at,0.067,0.441
201776_s_at,-0.431,0.441
239491_at,0.215,0.441
217530_at,0.067,0.441
236639_at,0.317,0.441
243143_at,-0.240,0.441
224663_s_at,-1.234,0.441
205843_x_at,0.201,0.441
226054_at,-0.463,0.441
211166_at,0.621,0.441
221759_at,0.719,0.441
234710_s_at,-0.085,0.441
241778_at,0.119,0.441
222417_s_at,-0.244,0.441
1556987_s_at,0.446,0.441
205534_at,0.203,0.441
1559144_x_at,-0.086,0.441
209752_at,0.277,0.441
229981_at,-1.025,0.441
211371_at,0.743,0.441
237975_at,0.109,0.441
216111_x_at,-0.546,0.441
209220_at,0.032,0.441
1564015_at,-0.211,0.441
210383_at,-0.253,0.441
212726_at,-0.459,0.441
221104_s_at,0.187,0.441
212138_at,-0.692,0.441
202991_at,-0.218,0.441
229020_x_at,0.214,0.441
211927_x_at,-0.550,0.441
212648_at,-0.262,0.441
211676_s_at,0.665,0.441
200695_at,0.226,0.441
205705_at,-0.096,0.441
1559754_at,0.329,0.441
239172_x_at,0.083,0.441
204923_at,-0.018,0.441
226156_at,-1.251,0.442
201293_x_at,-0.204,0.442
225158_at,-0.328,0.442
243579_at,0.039,0.442
215527_at,0.005,0.442
213752_at,0.686,0.442
221504_s_at,-0.040,0.442
225783_at,-0.451,0.442
222428_s_at,-0.822,0.442
212901_s_at,-0.763,0.442
210272_at,0.122,0.442
213992_at,-0.025,0.442
202266_at,0.198,0.442
213905_x_at,0.380,0.442
207063_at,1.272,0.442
1555538_s_at,-0.263,0.442
219895_at,-0.032,0.442
1563108_at,0.150,0.442
201125_s_at,-0.099,0.442
1556851_at,-0.115,0.442
227053_at,-0.934,0.442
218441_s_at,-0.305,0.442
238160_at,0.050,0.442
226196_s_at,-0.857,0.442
200910_at,-0.916,0.442
235252_at,0.450,0.442
206113_s_at,-0.085,0.442
202582_s_at,0.119,0.442
214803_at,0.129,0.442
202256_at,-0.504,0.442
201033_x_at,-0.372,0.442
231380_at,-0.291,0.442
216229_x_at,-0.376,0.442
204878_s_at,0.196,0.442
213793_s_at,-1.100,0.442
217991_x_at,-0.450,0.442
212509_s_at,0.883,0.442
232727_at,0.664,0.442
223162_s_at,-1.605,0.442
34187_at,0.331,0.442
208674_x_at,0.030,0.442
1555337_a_at,0.196,0.442
208060_at,0.562,0.442
208252_s_at,0.536,0.442
200693_at,-0.489,0.442
230362_at,0.330,0.442
218849_s_at,-0.354,0.442
223348_x_at,0.213,0.442
202168_at,0.111,0.442
1563945_at,0.371,0.442
202868_s_at,-0.237,0.442
218624_s_at,0.375,0.442
214725_at,-0.217,0.443
1554954_at,-0.212,0.443
205318_at,-0.106,0.443
205531_s_at,-0.333,0.443
220567_at,0.010,0.443
225634_at,-0.847,0.443
213744_at,0.163,0.443
230070_at,0.644,0.443
210642_at,0.237,0.443
233439_at,0.066,0.443
1555009_a_at,0.691,0.443
204509_at,0.265,0.443
210937_s_at,0.303,0.443
203109_at,-0.071,0.443
210498_at,-0.446,0.443
240913_at,0.172,0.443
208734_x_at,0.039,0.443
217407_x_at,-0.307,0.443
224578_at,-0.317,0.443
239187_at,-0.253,0.443
1557373_at,-0.094,0.443
1557727_at,0.258,0.443
212594_at,-1.053,0.443
226075_at,0.126,0.443
201458_s_at,-1.142,0.443
238338_at,0.426,0.443
204582_s_at,0.070,0.443
201171_at,0.225,0.443
211058_x_at,0.331,0.443
236097_at,-0.463,0.443
205683_x_at,0.414,0.443
222763_s_at,0.268,0.443
206627_s_at,0.099,0.443
234073_at,0.079,0.443
215177_s_at,-0.182,0.443
209707_at,-0.050,0.443
218682_s_at,-0.126,0.443
225359_at,-0.667,0.443
244699_at,-0.217,0.443
227889_at,2.553,0.443
212320_at,0.523,0.444
229046_s_at,0.109,0.444
214498_at,0.543,0.444
212391_x_at,-0.253,0.444
222915_s_at,-1.610,0.444
228368_at,0.067,0.444
231382_at,0.247,0.444
231641_at,0.325,0.444
203858_s_at,-0.212,0.444
226015_at,-0.245,0.444
229523_at,0.010,0.444
210555_s_at,-1.003,0.444
210791_s_at,-0.121,0.444
221881_s_at,0.049,0.444
210970_s_at,-0.544,0.444
244691_at,0.087,0.444
201570_at,-0.017,0.444
233500_x_at,-1.407,0.444
1555571_at,-0.209,0.444
1561425_a_at,-0.019,0.444
218670_at,-1.040,0.444
238786_at,0.156,0.444
215033_at,0.044,0.444
1558168_at,0.472,0.444
211666_x_at,-0.922,0.444
224445_s_at,0.252,0.444
208686_s_at,0.035,0.444
210093_s_at,-0.944,0.444
1570572_at,0.256,0.444
228280_at,0.153,0.444
209950_s_at,-0.548,0.444
221658_s_at,-1.496,0.444
221481_x_at,-0.153,0.444
210134_x_at,0.383,0.444
1559022_at,-0.251,0.444
211744_s_at,0.711,0.444
213237_at,-0.182,0.444
225624_at,0.052,0.444
223089_at,-0.189,0.444
237411_at,-0.455,0.444
239353_at,0.104,0.444
1555834_at,0.243,0.444
208468_at,0.435,0.444
221748_s_at,2.254,0.444
215377_at,-0.061,0.444
213369_at,-0.432,0.444
212716_s_at,-0.507,0.444
206474_at,-0.069,0.444
1563894_at,0.465,0.444
232010_at,-0.276,0.445
228387_at,0.140,0.445
224713_at,-0.663,0.445
225883_at,1.180,0.445
227802_at,-0.838,0.445
211296_x_at,0.157,0.445
216755_at,0.103,0.445
225167_at,0.563,0.445
204642_at,-1.053,0.445
211466_at,-0.295,0.445
238977_at,-0.423,0.445
200937_s_at,-0.499,0.445
244768_at,0.078,0.445
228683_s_at,-0.185,0.445
203220_s_at,0.220,0.445
212675_s_at,-1.128,0.445
204187_at,1.455,0.445
201113_at,-0.443,0.445
206057_x_at,0.756,0.445
228416_at,-0.312,0.445
227513_s_at,0.336,0.445
225038_s_at,-0.185,0.445
1557079_at,-0.137,0.445
226128_at,-0.026,0.445
227076_at,0.171,0.445
212538_at,-2.383,0.445
207223_s_at,-0.117,0.445
229501_s_at,-1.005,0.445
238998_x_at,0.030,0.445
241918_at,0.608,0.445
213034_at,-0.094,0.445
207454_at,0.321,0.445
229089_at,-0.405,0.445
200725_x_at,-0.322,0.445
227519_at,0.169,0.445
1553020_at,-0.121,0.445
225833_at,0.396,0.445
203399_x_at,-0.131,0.445
1553314_a_at,0.198,0.445
1557666_s_at,0.684,0.445
227237_x_at,-0.048,0.445
236997_at,0.156,0.445
217087_at,-0.160,0.445
205804_s_at,-0.883,0.445
225578_at,-1.094,0.445
200689_x_at,-0.596,0.445
241611_s_at,0.517,0.446
200709_at,1.084,0.446
227150_at,0.068,0.446
1570114_at,0.081,0.446
223772_s_at,-0.204,0.446
223416_at,-0.051,0.446
227445_at,-0.523,0.446
206154_at,0.845,0.446
211233_x_at,0.330,0.446
230556_at,-0.809,0.446
225819_at,-0.725,0.446
218386_x_at,-0.681,0.446
1553740_a_at,0.102,0.446
232456_at,0.801,0.446
227066_at,0.256,0.446
228578_at,-0.406,0.446
208776_at,-1.656,0.446
219805_at,0.310,0.446
226115_at,-0.794,0.446
1564630_at,0.128,0.446
207969_x_at,0.297,0.446
221113_s_at,0.283,0.446
237897_at,0.198,0.446
209073_s_at,0.792,0.446
210007_s_at,-0.082,0.446
204402_at,0.002,0.446
227036_at,-0.267,0.446
1555756_a_at,1.017,0.446
1570397_x_at,0.000,0.446
1554958_at,0.171,0.446
212351_at,-0.365,0.446
224792_at,0.052,0.446
216889_s_at,0.370,0.446
1569053_at,-0.581,0.446
244074_at,-0.369,0.446
227703_s_at,0.011,0.446
1559441_s_at,0.264,0.446
222073_at,-0.050,0.446
238489_at,0.000,0.446
206582_s_at,-0.209,0.446
224422_x_at,-0.304,0.446
218526_s_at,-0.849,0.446
208349_at,-0.430,0.446
231991_at,0.143,0.446
226367_at,-0.139,0.446
216959_x_at,0.772,0.446
221822_at,-0.925,0.446
213917_at,0.502,0.447
230664_at,-1.450,0.447
224814_at,-0.223,0.447
235145_at,0.587,0.447
205997_at,-1.619,0.447
227914_s_at,0.268,0.447
240185_at,-0.048,0.447
211952_at,-0.136,0.447
243224_at,0.177,0.447
225677_at,-0.098,0.447
222467_s_at,-0.326,0.447
218842_at,-0.215,0.447
238488_at,-0.340,0.447
225792_at,-1.528,0.447
238533_at,0.128,0.447
209977_at,0.133,0.447
225186_at,-0.507,0.447
204721_s_at,0.014,0.447
217768_at,-0.279,0.447
223566_s_at,-0.047,0.447
240517_at,0.154,0.447
213898_at,0.266,0.447
232265_at,0.174,0.447
228071_at,0.141,0.447
204810_s_at,0.228,0.447
223974_at,0.198,0.447
212661_x_at,-0.222,0.447
215248_at,-0.387,0.447
1553409_at,-0.215,0.447
227298_at,0.037,0.447
1565795_at,0.309,0.447
1568746_a_at,-0.089,0.447
200778_s_at,0.236,0.447
206584_at,1.054,0.447
234335_s_at,-0.034,0.447
205160_at,-0.074,0.447
238508_at,-0.064,0.447
1556114_a_at,0.596,0.447
200020_at,-0.331,0.447
213312_at,-0.045,0.447
207952_at,-0.093,0.447
237098_at,0.498,0.447
219139_s_at,0.201,0.447
228353_x_at,0.070,0.448
208856_x_at,-0.410,0.448
207745_at,0.039,0.448
241827_at,0.247,0.448
223383_at,0.391,0.448
204165_at,0.092,0.448
203705_s_at,0.226,0.448
225335_at,-1.036,0.448
1554577_a_at,0.142,0.448
221020_s_at,-1.172,0.448
1569374_at,0.811,0.448
221773_at,-0.374,0.448
220164_s_at,0.416,0.448
202423_at,-0.680,0.448
241729_at,0.131,0.448
1552890_a_at,0.336,0.448
208036_at,0.095,0.448
242583_at,-0.072,0.448
233934_at,0.163,0.448
232591_s_at,0.231,0.448
1558622_a_at,-1.190,0.448
1561332_at,-0.029,0.448
212267_at,-0.280,0.448
208321_s_at,0.264,0.448
225959_s_at,0.149,0.448
1566480_x_at,0.054,0.448
232103_at,-0.082,0.448
243532_at,-0.014,0.448
1557593_at,-0.139,0.448
218209_s_at,0.816,0.448
1553272_at,0.638,0.448
1554451_s_at,0.362,0.448
1562391_at,-0.538,0.448
229886_at,-0.375,0.448
200979_at,-0.028,0.448
208506_at,0.267,0.448
218561_s_at,-0.984,0.448
222442_s_at,0.792,0.448
214893_x_at,0.327,0.448
201154_x_at,-0.505,0.448
225054_x_at,0.092,0.448
242006_at,-0.208,0.449
221072_at,0.153,0.449
200674_s_at,-0.461,0.449
228802_at,-0.233,0.449
212501_at,0.574,0.449
204393_s_at,1.169,0.449
207966_s_at,-0.558,0.449
222065_s_at,0.365,0.449
242871_at,0.547,0.449
213084_x_at,-0.375,0.449
212341_at,0.150,0.449
1562939_at,0.036,0.449
231455_at,-0.477,0.449
208191_x_at,0.118,0.449
225304_s_at,-0.419,0.449
236047_at,-0.828,0.449
225491_at,0.177,0.449
228326_at,-1.140,0.449
225238_at,-1.178,0.449
231895_at,-0.160,0.449
226966_at,-0.023,0.449
218885_s_at,-1.237,0.449
217109_at,0.098,0.449
218195_at,0.216,0.449
230054_at,-0.056,0.449
201968_s_at,0.571,0.449
207617_at,0.193,0.449
216131_at,-0.278,0.449
233781_s_at,-0.288,0.449
204838_s_at,-0.054,0.449
225986_x_at,0.084,0.449
209877_at,0.186,0.449
233288_at,-0.114,0.449
210358_x_at,0.320,0.449
1559661_at,-0.170,0.449
203282_at,1.281,0.449
225813_at,-0.309,0.449
221058_s_at,0.552,0.449
206227_at,0.460,0.449
214570_x_at,0.564,0.449
211661_x_at,1.387,0.449
228358_at,-0.037,0.449
212567_s_at,-0.720,0.449
229337_at,0.184,0.449
211686_s_at,-0.946,0.449
1558692_at,-0.555,0.449
210955_at,0.255,0.449
202560_s_at,-0.207,0.450
240063_at,0.091,0.450
207369_at,0.181,0.450
225026_at,-1.033,0.450
228571_at,-0.660,0.450
215885_at,0.059,0.450
221523_s_at,2.359,0.450
1567540_at,0.634,0.450
236154_at,-0.047,0.450
212664_at,-0.026,0.450
243523_at,0.255,0.450
229627_at,-0.096,0.450
212433_x_at,-0.310,0.450
220892_s_at,0.383,0.450
1568865_at,-0.063,0.450
1562457_at,0.124,0.450
205478_at,0.413,0.450
222336_at,0.013,0.450
205816_at,-0.193,0.450
1555471_a_at,-0.022,0.450
218131_s_at,-0.349,0.450
213128_s_at,-0.746,0.450
200710_at,-0.266,0.450
203504_s_at,1.518,0.450
242081_at,0.329,0.451
236473_at,0.324,0.451
223390_at,0.057,0.451
1563899_at,-0.265,0.451
1562871_at,0.302,0.451
216057_at,0.036,0.451
225369_at,0.146,0.451
214689_at,0.245,0.451
1554491_a_at,0.111,0.451
231563_at,0.000,0.451
214506_at,0.462,0.451
208909_at,-0.021,0.451
201642_at,0.769,0.451
217200_x_at,0.079,0.451
217234_s_at,-0.272,0.451
1555734_x_at,-0.189,0.451
223334_at,-0.564,0.451
1554624_a_at,2.226,0.451
210046_s_at,-0.312,0.451
1558683_a_at,0.170,0.451
208027_s_at,0.076,0.451
225803_at,-1.628,0.451
223313_s_at,-0.284,0.451
227104_x_at,0.293,0.451
220828_s_at,-0.163,0.451
206501_x_at,0.490,0.451
242986_at,-0.133,0.451
206409_at,0.090,0.451
208100_x_at,0.543,0.451
233540_s_at,-1.241,0.451
219829_at,-0.186,0.451
207567_at,0.440,0.451
213497_at,0.732,0.451
232774_x_at,0.027,0.451
217021_at,-0.032,0.451
209956_s_at,0.378,0.451
207523_at,0.180,0.451
234712_at,0.413,0.451
202973_x_at,-1.083,0.451
203245_s_at,-1.334,0.451
201873_s_at,-0.454,0.451
1560253_at,0.371,0.451
206921_at,0.053,0.451
1564697_a_at,0.266,0.451
238196_at,0.558,0.451
212481_s_at,-0.009,0.452
1569029_at,0.226,0.452
212177_at,-0.436,0.452
219355_at,-1.784,0.452
1567272_at,-0.389,0.452
218949_s_at,-2.043,0.452
204217_s_at,0.250,0.452
203275_at,0.109,0.452
1566537_at,-0.329,0.452
210570_x_at,-0.232,0.452
211111_at,0.292,0.452
211990_at,-1.379,0.452
228690_s_at,-0.462,0.452
238334_at,-0.134,0.452
221980_at,-0.054,0.452
226845_s_at,-0.377,0.452
221763_at,0.014,0.452
205955_at,-0.142,0.452
212775_at,0.172,0.452
227164_at,-0.820,0.452
207914_x_at,0.521,0.452
206852_at,-0.401,0.452
228206_at,0.227,0.452
1569189_at,-0.101,0.452
205209_at,-0.002,0.452
214120_at,0.066,0.452
239068_at,-0.176,0.452
220654_at,0.235,0.452
1553549_at,0.586,0.452
1566472_s_at,-0.182,0.452
217112_at,0.211,0.452
1569832_at,-0.015,0.452
223779_at,0.414,0.452
212083_at,-0.253,0.452
217710_x_at,0.243,0.452
214364_at,-0.882,0.452
241730_at,-0.347,0.452
207278_s_at,0.293,0.452
213099_at,-0.360,0.452
202267_at,0.216,0.452
1558603_at,0.173,0.452
234545_at,0.345,0.452
202015_x_at,-0.305,0.452
224617_at,-0.238,0.452
226929_at,-0.335,0.452
201965_s_at,-0.125,0.453
209858_x_at,0.603,0.453
230746_s_at,0.340,0.453
206571_s_at,-0.083,0.453
217392_at,-0.054,0.453
201892_s_at,-0.946,0.453
239688_at,0.252,0.453
209362_at,0.324,0.453
207687_at,0.256,0.453
1558651_at,0.224,0.453
224434_s_at,-0.056,0.453
222898_s_at,0.153,0.453
221426_s_at,0.029,0.453
1556988_s_at,-0.610,0.453
239321_at,-0.169,0.453
212144_at,-0.258,0.453
207065_at,0.231,0.453
230847_at,-1.484,0.453
212181_s_at,0.169,0.453
206596_s_at,-0.546,0.453
214393_at,-0.155,0.453
235572_at,0.638,0.453
224379_at,-0.072,0.453
208107_s_at,1.007,0.453
239457_at,0.517,0.453
238103_at,-0.131,0.453
1568751_at,-0.177,0.453
230875_s_at,0.406,0.453
37232_at,-0.153,0.453
209170_s_at,0.027,0.453
243986_at,0.096,0.453
1556891_at,0.466,0.453
230469_at,-0.112,0.453
220353_at,-0.129,0.453
237558_at,0.132,0.453
212729_at,-0.224,0.453
229783_at,0.483,0.453
229742_at,-0.514,0.453
230539_at,-0.068,0.454
1568734_a_at,0.482,0.454
227781_x_at,0.378,0.454
228947_x_at,0.494,0.454
215246_at,-0.921,0.454
202877_s_at,0.380,0.454
206172_at,0.125,0.454
213938_at,-0.201,0.454
205353_s_at,-0.045,0.454
201341_at,-1.082,0.454
238562_at,-0.145,0.454
212626_x_at,0.083,0.454
223034_s_at,0.072,0.454
228155_at,-0.267,0.454
1562632_at,0.238,0.454
205284_at,-0.307,0.454
223284_at,0.269,0.454
227302_s_at,0.533,0.454
205820_s_at,0.415,0.454
1557907_x_at,0.166,0.454
1556826_s_at,-0.032,0.454
220149_at,0.165,0.454
1552899_at,0.106,0.454
221488_s_at,-0.685,0.454
219624_at,0.233,0.454
1555785_a_at,-0.040,0.454
212406_s_at,-0.782,0.454
214576_at,0.610,0.454
201259_s_at,-0.125,0.454
1560703_at,-1.260,0.454
1554296_at,-0.026,0.454
242786_at,0.343,0.454
226289_at,-0.220,0.454
1564231_at,-0.269,0.454
1562278_at,0.013,0.454
1555247_a_at,-0.959,0.454
213147_at,0.590,0.454
229141_at,-1.703,0.454
230068_s_at,0.347,0.454
227751_at,-1.377,0.454
224029_x_at,-0.157,0.455
208684_at,0.108,0.455
1560019_at,-0.055,0.455
1561096_at,0.262,0.455
200933_x_at,-0.338,0.455
225314_at,-0.977,0.455
238955_at,0.122,0.455
231582_at,0.130,0.455
205556_at,-0.255,0.455
227428_at,-0.692,0.455
203342_at,0.426,0.455
223164_at,-0.340,0.455
1555206_at,0.166,0.455
226110_at,-0.804,0.455
209287_s_at,0.702,0.455
1555682_at,0.573,0.455
239041_at,0.596,0.455
224903_at,-0.819,0.455
225650_at,-0.100,0.455
220093_at,0.226,0.455
238167_at,-0.022,0.455
203866_at,0.454,0.455
200978_at,-0.256,0.455
206886_x_at,-0.052,0.455
220929_at,0.400,0.455
213297_at,0.266,0.455
204611_s_at,0.374,0.455
235518_at,0.208,0.455
205098_at,0.317,0.455
233633_at,0.146,0.455
207218_at,0.059,0.455
229927_at,0.180,0.455
1565786_x_at,0.084,0.455
1563512_at,0.508,0.455
234696_at,0.361,0.455
213762_x_at,-0.606,0.455
239211_at,0.262,0.455
220373_at,0.230,0.455
225225_at,-0.205,0.455
213942_at,0.061,0.455
212414_s_at,-1.359,0.455
209153_s_at,-1.670,0.455
208389_s_at,0.067,0.455
239270_at,0.190,0.455
214542_x_at,0.607,0.456
220166_at,0.416,0.456
244738_at,-0.115,0.456
215364_s_at,0.000,0.456
208621_s_at,-0.345,0.456
224069_x_at,0.356,0.456
233827_s_at,-0.253,0.456
201119_s_at,-0.091,0.456
228192_at,-0.723,0.456
200642_at,-0.788,0.456
209920_at,0.132,0.456
224775_at,0.580,0.456
225449_at,0.423,0.456
211263_s_at,0.287,0.456
1569484_s_at,-2.284,0.456
226285_at,-0.587,0.456
233247_x_at,0.084,0.456
44654_at,-0.214,0.456
1554429_a_at,0.437,0.456
204801_s_at,0.072,0.456
231080_at,0.741,0.456
244256_at,0.054,0.456
206667_s_at,-0.093,0.456
235185_s_at,-0.026,0.456
212162_at,0.391,0.456
209346_s_at,0.284,0.456
225023_at,-0.263,0.456
225984_at,0.721,0.456
207736_s_at,0.165,0.456
207606_s_at,-1.182,0.456
212622_at,-0.885,0.456
213492_at,0.133,0.456
220770_s_at,0.270,0.456
238681_at,-0.464,0.456
207935_s_at,0.150,0.456
203067_at,-0.870,0.456
231894_at,-0.806,0.456
226078_at,0.118,0.456
234727_at,0.369,0.456
214555_at,0.150,0.456
212124_at,0.299,0.456
221404_at,0.135,0.456
224427_s_at,-0.105,0.456
232680_at,0.346,0.456
208338_at,-0.041,0.456
226498_at,0.108,0.456
210989_at,-0.325,0.456
210719_s_at,-0.128,0.456
223632_s_at,0.020,0.456
202141_s_at,-0.397,0.456
204961_s_at,1.207,0.456
240425_x_at,0.274,0.456
219524_s_at,-0.174,0.456
209954_x_at,0.607,0.457
229405_at,0.332,0.457
206255_at,-1.383,0.457
1557682_a_at,-0.202,0.457
230971_x_at,0.509,0.457
232083_at,-0.134,0.457
205978_at,-0.048,0.457
211030_s_at,-0.020,0.457
210641_at,0.433,0.457
213347_x_at,-0.379,0.457
208645_s_at,-0.322,0.457
1562832_at,0.192,0.457
227151_at,0.522,0.457
210381_s_at,0.410,0.457
218440_at,-0.397,0.457
1557737_s_at,-0.740,0.457
1558703_at,-0.202,0.457
244251_at,0.082,0.457
1560418_at,-0.364,0.457
223088_x_at,-0.109,0.457
202035_s_at,-0.118,0.457
237272_at,0.234,0.457
241710_at,0.024,0.457
240572_s_at,-1.177,0.457
220175_s_at,0.097,0.457
1562880_at,0.115,0.457
1558881_at,-0.262,0.457
238222_at,0.503,0.457
235134_at,-0.991,0.457
218725_at,-0.016,0.457
239852_at,-0.242,0.457
214955_at,0.577,0.457
203566_s_at,-0.190,0.457
1563252_at,-0.057,0.457
209859_at,-0.034,0.457
208933_s_at,-0.664,0.457
203873_at,-0.205,0.457
213967_at,-0.126,0.457
226337_at,-0.469,0.457
1564679_at,0.371,0.457
214628_at,0.398,0.457
1554349_at,0.030,0.457
221299_at,0.459,0.457
